Acceleration_MPerS2_1X;Acceleration_MPerS2_1Y;Acceleration_MPerS2_1Z;Acceleration_MPerS2_2X;Acceleration_MPerS2_2Y;Acceleration_MPerS2_2Z
-2,36;4,5;-9,96;-1,83;13,02;-3,5
-0,37;4,32;-12,17;5,38;15,49;-0,63
0,91;6,11;-8,81;3,29;11,8;2,55
-2,69;5,42;-7,38;-0,34;3,74;-2,79
-1,76;8,01;-9,53;-4,18;2,31;2,47
0,75;9,92;-7,75;-0,61;16,01;0,49
1,65;4,67;-6,75;3,47;11,61;-1,87
0,88;3,01;-8,63;1,59;7,6;3,52
-1,14;4,86;-5,68;1,81;14,26;-3,26
0,99;3,97;-1,26;-3,54;3,39;-0,67
0,86;3,7;-3,75;-5,93;3,57;0,23
-2,03;4,69;-10,78;2,43;15,38;-6,47
0,7;5,72;-12,12;4,61;13,54;3,33
0,38;5,46;-8,13;2,51;7,51;0,08
-2,56;4,22;-8,83;-1,34;0,35;-2,66
-0,61;7,84;-10,78;-3,67;7,15;4,97
0,61;9,2;-8,32;2,29;15,16;-3,45
1,77;3,19;-8,21;3,15;6,53;0,85
1,33;3,24;-9,56;2,53;9,94;2,42
-0,78;5,09;-5,12;1,08;10,91;-5,94
1,96;3,48;-1,67;-7,25;1,41;1
0,9;5,26;-6,27;-3,03;7,92;-4,07
-2,42;4,74;-11,48;4,69;15,4;-3,95
0,88;4,21;-11,29;2,74;13,79;3,76
0,33;5,15;-9,11;0,97;4,22;-3,61
-2,68;5,12;-9,46;-3,67;0,55;1,07
-0,98;8,61;-9,92;-2,56;14,7;2,34
0,62;7,29;-7,88;2,91;13,31;-2,26
1,75;2,79;-9,24;2,65;6,42;3,19
-0,05;4,19;-9,83;3,68;13,69;-1,62
-1,19;4,83;-3,7;-2,98;7,5;-1,94
1,9;4,05;-2,53;-8,95;4,27;0,21
-0,66;4,34;-8,71;0,18;14;-5,19
-2,67;5,3;-12,63;4,69;15,89;-0,15
0,84;6,58;-11,2;1,97;12,42;0,54
-0,89;5,57;-8,82;-0,47;3,9;-0,91
-2,69;6,47;-10,11;-3,75;7,46;3,12
-0,62;9,79;-9,25;-1,07;17,57;-1,57
0,42;8;-6,76;2,84;10,17;0,42
0,89;4,47;-8,79;3,21;12,17;4,1
-1,09;4,77;-8,07;1,63;15,28;-2,02
-1,01;4,34;-2,49;-6,13;3,77;-0,74
1,15;4,16;-1,65;-7,07;8,3;-1,5
-1,64;5,33;-7,69;2,58;16,49;-2,86
-1,64;5,4;-11,62;3,76;14,79;3,27
0,62;6,25;-9,72;0,76;8,96;-0,81
-2,21;5,49;-8,53;-1,28;2,31;-1,21
-2,63;6,78;-9,16;-3,67;11,35;3,69
-0,67;10,13;-8,23;0,83;14,88;-0,76
0,37;6,17;-7,16;2,78;8,61;2,16
1,05;3,55;-8,8;2,28;14,03;1,58
-1,49;4,98;-7,91;0,58;8,62;-3,29
-0,34;3,32;-1,54;-7,69;2,42;0,64
2,27;3,71;-1,81;-4,11;12,6;-3,55
-1,34;4,49;-9,39;5,09;15,22;-1,07
-0,75;5,09;-12,04;3,61;11,2;3,69
1,31;6,86;-9,61;0,12;4,27;-2,99
-2,34;5,64;-7,8;-3,46;4,05;2,29
-2,17;7,13;-8,81;-1,77;15;1,17
0,28;9,19;-8,19;2,47;10,71;-1,78
0,96;4,87;-6,4;2,81;8,1;5,22
0,54;3,31;-8,44;3,59;14,51;-3,14
-1,18;4,75;-6,28;-2,88;4,3;-2,27
1,1;2,86;-1,5;-6,85;2,87;1,1
1,34;3,18;-4,34;1,45;14,38;-5,82
-2,19;4,71;-9,55;4,93;13,88;2,42
0,47;5,27;-11,63;2,69;7,29;-0,24
1,01;5,82;-9,94;-1,3;0,65;-3,11
-2,47;4,64;-9,01;-3,44;6,96;4,46
-0,94;7,59;-10,59;1,87;14,96;-2,91
0,86;8,98;-7,93;2,92;7,77;1,45
1,67;3,77;-7,28;2,38;10,32;3,19
0,76;4,3;-10,02;2,18;10,91;-5,39
-1,06;5,46;-5,93;-5,71;1,93;0,07
1,87;3,06;-1,64;-4,3;9;-4,77
1,05;3,93;-4,92;3,85;15,03;-3,37
-2,29;4,4;-10,63;2,96;11,88;3,67
0,83;5,79;-11,85;0,27;4,23;-4,58
0,3;6,05;-9,17;-2,82;0,4;1,59
-3,04;4,29;-9,56;-1,67;14,51;2,33
-0,75;7,22;-10,68;1,85;13,49;-2,83
1,14;7,15;-8,24;1,64;5,8;5,18
1,37;3,01;-8,11;4,51;15,25;-1,56
0,02;4,04;-10,01;-1,7;7,59;-2,8
-0,87;5,12;-6,24;-9,03;3,34;0,76
1,98;3,33;-2,96;0,41;16,38;-6,81
-0,2;3,57;-7,68;4,26;16,37;0,89
-2,29;4,95;-11,48;0,66;11,57;1,5
1,39;6,27;-10,57;-0,05;4,07;-3,81
-0,97;6,63;-9,86;-2,51;7,15;3,77
-3,15;6,12;-10,33;-0,72;19,23;-0,65
-0,46;8,08;-9,62;1,02;10,77;0,43
0,11;7,75;-6,9;2,11;10,57;5,04
0,95;4,6;-7,66;2,94;15,97;-3,71
-0,96;5,52;-8,24;-6,02;3,46;-0,11
-1,31;5,01;-3,31;-7,11;7,49;-0,91
1,61;3,14;-2,74;2,7;18,29;-4,63
-1,98;4,56;-7,46;3,39;14,37;4,4
-1,95;5,27;-10,4;0,8;7,58;-1,17
1,63;6,63;-9,89;-1,43;2,01;-1,54
-2,09;7,14;-8,01;-2,69;11,48;3,93
-3;6,7;-9,85;0,73;16,96;-2,91
-0,39;8,49;-10,02;2,07;8,57;3,57
0,52;6,55;-6,69;3,23;13,49;2,49
0,72;4,24;-7,6;-0,58;10,33;-5,08
-1,87;5,74;-6,59;-7,95;2,22;0,88
-0,36;4,49;-2,39;-3,07;12,85;-3,56
2,2;3,32;-4,3;3,39;16,3;-0,79
-1,79;4,48;-8,76;2,91;11,25;4,11
-0,88;5,48;-10,23;0,51;3,37;-3,78
1,59;6,09;-8,61;-2,66;2,02;1,66
-2,24;5,43;-7,69;-0,1;15,77;1,49
-2,15;7,63;-9,89;2,36;11,56;-1,14
0,04;8,66;-8,71;2,15;6,43;4,87
0,75;4,38;-6,22;3,12;14;-3,01
0,98;4,38;-7,56;-2,81;3,87;-2,6
-1,38;5,64;-5,78;-5,87;3,62;0,76
0,55;3,74;-2,34;1,18;15,3;-5,11
1,65;3,27;-4,94;4;13,03;2,1
-2,35;3,51;-9,89;1,37;8,18;0,3
0,15;5,72;-11,31;-1,89;1,09;-3,08
1,64;5,64;-8,91;-2,15;6;3,95
-2,5;4,47;-8,12;1,69;15,54;-2,25
-1,46;7,73;-10,84;2,32;8,2;1,14
0,89;6,85;-9,72;3,12;10,02;3,32
1,65;3,36;-6,85;2,31;10,71;-5,95
0,87;4,26;-8,07;-5,47;0,51;-0,15
-1,19;5,48;-5,92;-3,88;7,57;-4,26
1,21;3,92;-2,39;4,73;15,83;-4,39
0,82;2,69;-6,15;3,93;12,13;5,21
-2,15;4,34;-10,84;-0,43;3,85;-3,75
1,15;5,06;-11,11;-3,42;0,24;0
0,59;4,87;-9,03;-1,94;12,97;2,16
-2,9;5,53;-9,02;1,73;15,08;-2,87
-0,52;7,14;-11,43;1,74;7,52;6,59
1,14;7,28;-9,44;3,34;13,77;-1,32
1,64;3,43;-7,89;-1,8;8,83;-4,65
0,5;4,56;-9,64;-7,73;3,05;0,83
-1,17;6,71;-5,41;0,84;15,04;-6,17
1,4;3,74;-2,79;4,37;17,5;1,5
-0,16;4,23;-8,35;0,99;10,75;1,68
-2,28;5,47;-11,38;-0,15;3,89;-3,89
1,11;6,35;-10,11;-3,53;6,57;4,13
-0,96;7,08;-8,42;-0,21;17,93;-0,33
-3,44;6,73;-9,58;2,51;12,24;0,79
-0,81;8,71;-11,68;1,48;10,93;5,22
0,14;7,32;-7,93;1,89;16,24;-2,87
1,15;4,65;-7,01;-6,66;3,91;-0,63
-0,32;5,31;-8,82;-6,78;6,57;-1,09
-1,54;5,17;-3,78;3,79;18,62;-3,71
1,54;4,12;-2,68;2,98;14,91;3,06
-0,79;3,76;-7,77;0,55;8,51;-0,19
-2,07;5,6;-10,67;-1,42;1,96;-1,21
1,38;6,54;-9,8;-2,85;9,36;2,65
-1,46;6,17;-7,15;1,82;17,39;-0,77
-2,99;7,93;-9,43;2,09;9,73;2,83
-0,68;8,46;-10,71;2,3;12,81;1,29
0,13;5,95;-6,85;-0,45;10,05;-4,08
1,29;4,01;-7,1;-8,24;1,6;0,66
-1,08;4,98;-7,34;-3,1;12,36;-3,75
-1,18;4,3;-2,59;4,22;16,59;-2,08
1,49;2,82;-2,2;2,9;10,92;4,13
-1,8;5,01;-8,1;0,15;3,8;-3,37
-1,1;6,27;-11,04;-3,7;2,48;1,54
1,95;5,25;-9,84;-0,81;14,62;2,25
-1,59;5,04;-8,29;3,58;11,74;-2,17
-2,41;7,6;-8,75;2,91;7,64;5,32
-0,48;8,33;-9,54;3,42;13,94;-2,98
0,86;4,59;-6,35;-3,46;4,37;-3,41
1,36;3,92;-7,17;-7,28;3,57;1,57
-1,64;4,14;-7,46;1,77;14,15;-6,6
-0,04;3,46;-0,55;4,21;13,98;2,26
1,82;3,8;-3,04;1,53;9,4;0,84
-2,36;3,55;-10,34;-1,58;0,68;-4,12
-0,27;5,47;-11,08;-3,64;5,28;5,24
1,82;5,33;-9,87;1,85;14,67;-2,21
-2,31;5,24;-8,89;3,33;7,6;0,93
-1,53;8,46;-10,19;3,82;9,73;3,13
0,54;7;-8,9;2,99;11,34;-6,76
1,48;4,29;-7,41;-6,68;1,29;1,64
1,4;4,3;-9,26;-4,44;7,07;-3,33
-1,11;4,99;-5,98;4,65;15,59;-5,29
1,21;4,38;-1,59;3,2;12,61;4,34
1,13;2,64;-4,33;-0,23;5,83;-4,49
-2,4;4,81;-11,16;-3,29;1,45;0,91
0,99;5,98;-12,63;-2,24;11,14;2,81
0,99;3,7;-9,22;1,57;14,85;-4,29
-2,65;4,95;-9,19;2,49;8,05;6,14
-0,99;7,73;-10,12;4,19;13,41;-0,7
0,54;7,29;-9,34;-1,3;9,56;-4,45
1,63;4,46;-8,69;-8,14;2,18;1,86
0,78;4;-9,4;-0,71;14,1;-6,45
-1,03;5,29;-6,55;6,13;17,84;1,07
1,41;3,9;-1,87;2,26;10,58;2,64
-0,16;3,55;-6,59;-2,31;5,3;-4,88
-2,72;5,86;-12,41;-3,3;6,58;3,78
0,76;6,19;-11,18;-0,53;16,01;-0,3
-0,07;5,31;-9,51;1,44;12,77;0,5
-2,68;6,71;-9,86;2,24;10,86;5,19
-0,93;8,93;-10,25;2,55;16,22;-4,8
0,3;7,95;-7,99;-4,91;5,73;0,59
1,31;4,9;-8,28;-6,84;6,08;0,17
-0,3;4,99;-9,21;2,7;17,9;-4,75
-1,33;5,51;-3,48;4,34;14,99;4,14
1,66;3,43;-1,11;0,73;8,34;-1,46
-1,06;3,9;-6,64;-2,57;3,66;-1
-3,04;6,21;-11,22;-3,85;10,31;3,86
1,12;6,61;-10,16;1,37;15,91;-2,52
-0,77;5,71;-7,69;2,05;8,32;3,82
-3,6;5,92;-8,99;2,3;13,61;0,77
-1,2;8,57;-9,35;0,87;12,22;-4,63
0,74;7,91;-7,51;-7,99;1,38;2,71
1,24;4,48;-8,74;-3,59;11,01;-4,08
-1,15;4,43;-8,62;4,99;16,72;-1,83
-0,66;3,75;-2,91;2,76;11,65;3,86
2,19;2,52;-1,38;0,32;4,6;-4,14
-1,53;4,32;-7,93;-2,93;2,55;1,74
-1,12;5,77;-11,3;-1,4;14,72;1,99
2,51;5,53;-8,97;2,55;11,49;-1,81
-1,65;5,23;-8,2;2,34;5,76;4,51
-2,46;7,03;-9,37;3,81;14,13;-2,34
0;8,8;-8,68;-2,79;6,13;-2,6
0,1;6,05;-6,76;-7,49;2,73;1,06
1,01;4,11;-7,77;0,91;13,46;-5,07
-1,01;5,25;-7,64;4;14,36;1,16
-0,19;3,9;-2,1;2,7;8,63;0,13
1,8;2,63;-2,09;-0,97;0,5;-3,57
-1,91;4,24;-9,3;-3,51;6,27;4
-0,17;6,49;-11,6;2,38;14,96;-1,15
1,8;6,28;-9,36;2,7;6,04;0,18
-2,02;4,34;-8,62;3,38;8,42;3,18
-1,35;6,41;-10,11;3,06;12,15;-5,62
0,24;8,06;-9,16;-7,08;1,95;-0,29
1,01;5,49;-6,62;-4,73;6,86;-1,71
1,02;4,77;-9,53;3,19;15,49;-5,11
-1,6;4,59;-7,47;2,65;12,81;4,06
0,4;2,97;-0,67;1,09;5,52;-2,81
0,96;2,76;-4,19;-3,28;1,38;-2,42
-2,54;4,63;-10,16;-2,19;12,65;4,23
0,07;6;-11,62;2;14,35;-1,74
1,3;4,85;-10,15;2,46;5,85;3,24
-1,88;5,04;-9,03;4,63;12,95;0,15
-1,03;6,87;-10,82;-1,34;9,53;-4,8
1,12;6,9;-8,17;-7,99;2,53;1,98
1,9;5,25;-7,65;-1,07;14,16;-3,85
0,08;4,61;-10,57;4,07;17,11;-0,74
-1,6;5,22;-6,1;1,92;10,27;2,19
1,08;3,31;-2,68;-0,67;4,72;-4,83
-0,34;2,5;-5,64;-3,17;6,87;3,03
-2,97;5,82;-10,63;-1,51;17,56;0,66
0,57;6,96;-12,26;1,48;13,31;-0,92
-0,25;5,61;-9,25;2,6;9,81;5,18
-3,02;6,19;-9,9;2,76;15,25;-3,73
-0,84;8,05;-10,35;-4,26;6,43;0,09
0,44;7,84;-7,58;-6,51;6,93;1,17
1,44;5,9;-8,73;2,09;17,11;-4,83
0,15;5,87;-8,64;3,56;14,29;4,47
-1,63;5,34;-4,24;1,69;8,64;-0,96
0,87;2,63;-2,42;-0,95;2,82;-2,73
-0,76;3,33;-5,77;-4,14;9,09;4,13
-2,22;6,9;-10,81;0,63;17,21;-2,28
0,83;7,12;-10,3;1,91;9,21;3,4
-1,35;5,83;-7,66;1,92;11,76;1,93
-3,21;6,38;-10,21;0,57;11,75;-4,97
-0,99;7,46;-9,64;-7,06;2,97;2,34
0,51;7,73;-6,4;-2,94;11,94;-3,02
1,84;5,41;-8,4;3,42;16,7;-1,52
-0,25;3,55;-7,92;2,28;11,28;3,94
-1,08;4,15;-3,37;1,21;4,85;-3,75
1,57;3,33;-2,61;-2,91;2,68;1,8
-0,55;3,38;-7,18;-1,21;14,83;1,96
-1,15;5,63;-11,44;2,46;12,66;-1,71
1,2;5,85;-9,42;1,88;5,99;4,58
-1,53;5,74;-7,52;3,02;13,72;-2,33
-2,75;7,45;-9,65;-2,37;5,56;-2,98
-0,38;7,56;-8,47;-5,61;2,51;0,84
1,12;5,22;-6,51;0,96;14,95;-4,84
1,78;4,29;-8,37;3,87;14,26;1,4
-0,49;5,41;-6,49;2,18;8,11;0,72
-0,1;4,25;-2,02;-1,51;1,22;-4,14
2,09;1,76;-4,28;-2,7;5,47;3,45
-1,46;3,42;-9,47;1,46;15,51;-0,18
-0,79;6,52;-11,3;2,74;8,02;-0,67
1,97;5,78;-8,97;2,96;8,74;2,01
-1,96;5,03;-8,4;1,34;11,97;-4,84
-2,11;6,92;-11,76;-5,78;1,62;-0,41
0,33;7,77;-8,98;-4,34;6,62;-2,74
1,2;6,03;-6,5;3,41;15,69;-5,49
1,68;4,95;-9,2;3,29;13,05;3,42
-1,04;5,66;-5,74;0,17;5;-3,02
0,49;4,02;-2,51;-2,45;-0,64;-1,35
1,91;2,75;-5,04;-0,66;11,42;3,71
-2,01;4,24;-9,7;2,94;16,04;-2,6
-0,03;4,77;-12,43;1,05;7,28;3,78
1,23;5,2;-8,3;2,59;12,02;0,06
-2,46;4,69;-8,66;-0,85;9,82;-4,27
-1,61;5,52;-12,07;-8,23;3,72;1,26
0,51;7,5;-8,42;-0,9;13,79;-5,24
1,42;4,16;-8,53;4,14;17,73;-0,06
0,56;3,58;-9,13;1,23;11,8;2,19
-1,59;5,53;-4,72;-0,43;4,58;-4,27
0,39;3,32;-4,47;-3,24;5,91;2,51
0,53;3,59;-6,86;0,11;16,84;0,02
-2,23;4,85;-10,94;2,03;12,68;0,84
0,2;6,06;-11,93;1,69;9,7;4,44
0,46;6,93;-7,74;3,16;15,17;-3,7
-2,89;6,54;-9,93;-5,67;5,49;0,22
-1,45;9,19;-11,24;-7,01;6;0,3
0,45;7,8;-7,3;3;17,57;-3,46
0,9;4,3;-8,38;3,53;15,93;2,74
-0,01;5,5;-7,65;0,87;9,11;-1,09
-1,81;5;-3,13;-3,01;2,37;-1,02
0,61;3,68;-2,89;-3,4;9,56;3,56
0,01;3,49;-6,12;2,42;17,16;-1,19
-2,63;5,17;-10,58;1,18;9,75;1,42
0,41;7,51;-10,65;1,86;12,94;2,21
-0,55;6,1;-6,9;1,25;10,99;-2,52
-3,39;6,89;-9,34;-6,99;1,51;-0,8
-1,33;9,22;-11,47;-3,25;11,18;-2,75
0,48;7,13;-7,79;4,38;17,16;-1,14
1,55;4,27;-8,09;3,99;11,52;3,35
-0,47;3,92;-6,83;0,77;3,97;-1,74
-1,36;4,59;-2,58;-4,13;2;-0,39
1,72;3,3;-4;-1,52;13,86;2,42
-0,6;3,33;-6,55;2,67;13,09;0,01
-1,73;6,17;-10,89;2,2;7,09;2,65
1,67;6,04;-10,42;3,16;13,98;-0,97
-0,83;5,51;-5,78;-2,97;6,57;-2,85
-3,39;8,02;-10,08;-6,96;1,78;0,01
-0,9;8,74;-9,91;1,19;13,97;-3,89
1,39;5,66;-7,04;5,11;15,22;-0,4
1,55;3,68;-8,91;2,82;8,45;0,51
-0,62;4,72;-5,42;-1,13;0,84;-2,27
0,02;4,32;-3,3;-3,51;4,07;3,56
1,74;3,38;-3,49;1,13;15,4;0,08
-1,52;3,89;-7,39;3,56;8,56;-0,7
-0,97;5,4;-12,9;3,24;7,6;2,59
1,83;6,71;-8,81;1,77;13,08;-3,42
-1,65;4,67;-7,72;-6,21;1,87;-1,25
-2,2;5,99;-10,82;-5,14;4,81;-2,37
0,46;9,31;-9,26;4,22;15,75;-4,85
1,08;5,17;-8,26;3,9;13,29;1,75
1,71;3,34;-8,47;0,47;6,61;-1,51
-0,28;5,19;-6,65;-3,42;-0,16;-0,59
0;3,28;-2,72;-3,55;10,02;2,54
1,83;3,01;-4,44;2,99;16,8;-1,59
-1,54;4,63;-10,18;2,58;7,12;2,68
-0,53;5,1;-11,24;2,52;12,47;0
1,74;3,88;-9,06;-0,24;11,09;-3,62
-2,03;3,93;-8,86;-8,99;2,09;0,39
-1,9;7,36;-11,73;-1,58;12,21;-3,88
0,49;7,66;-9,14;5,8;17,08;-1,12
1,12;4,62;-7,45;1,78;12,75;0,97
1,13;3,83;-10,06;-0,43;5,57;-3,52
-0,9;4,88;-5,85;-4,46;3,63;3,28
0,48;4,28;-3,81;-1,26;16,25;1,81
0,93;3,79;-5,9;3,41;14,64;-1,7
-2,42;5,96;-9,84;2,15;9,23;3,87
-0,26;6,64;-12,83;2,95;15,03;-1,16
0,67;5,49;-7,89;-5,8;7,28;-1,29
-2,52;5,82;-9,01;-8,19;5,52;0,72
-1,86;8,48;-10,85;2,53;16,81;-4,62
-0,38;9,34;-7,05;3,36;16,16;1,67
0,92;5,88;-8,96;1,98;9,21;1,49
0;4,71;-8,11;-2,13;3,62;-2,3
-2,16;4,58;-4,28;-4,99;8,62;4,07
0,78;3,91;-2,98;1,96;16,53;-0,04
0,32;4,74;-5,83;2,53;10,23;0,35
-2,61;5,13;-12,16;3,46;10,83;2,51
0,53;7,03;-10,29;1,33;12,58;-4,07
0;6,16;-6,38;-8,66;3,56;0,88
-3,21;5,26;-9,32;-4,07;9,09;-1,25
-1,5;9,3;-9,7;3,87;16,41;-3,49
0,29;8,34;-6,36;3,52;12,12;3,89
1,29;5,24;-7,46;1,39;6,11;-2,2
-0,44;4,58;-7,89;-3,3;2,54;0,54
-1,54;2,86;-2,98;-1,97;12,29;3,58
1,96;3,21;-2,5;1,89;13,96;-2,86
-0,22;4,49;-6,7;3,51;6,7;3,41
-2,49;5,48;-11,92;4,41;12,95;-1,08
1,46;5,8;-11,5;-2,78;7,29;-3,76
-0,33;4,37;-5,93;-6,49;1,74;1,88
-3,05;5,83;-9,36;0,56;13,63;-6,07
-0,92;8,37;-9,69;4,94;14,46;-0,17
0,85;6,79;-5,81;3,74;8,21;2,75
1,61;4,37;-9,46;-1,38;2,45;-4,04
-0,82;4,02;-6,8;-3,88;4,74;3,77
-0,38;3,55;-2,2;0,86;14,41;-0,1
2,35;3,06;-3,33;2,72;8,35;-1,23
-1,5;4,36;-7,46;3,09;7,42;3,29
-1,45;6,44;-12,87;2,95;13;-5,05
2,14;5,81;-9,35;-5,39;3,45;-0,81
-1,16;3,85;-7,2;-6,59;5,2;-1,64
-2,3;5,93;-11,24;2,88;15,09;-5,38
0,31;8,34;-8,87;4,65;13;2,8
1,43;5,95;-7,45;0,89;6,46;-2,42
1,6;4,21;-9,83;-2,77;1,63;-0,39
-0,36;5,09;-7,63;-2,69;10,97;3,48
0,35;3,5;-3,22;2,13;15,95;-2,87
1,29;2,42;-3,82;2,95;7,25;3,83
-2;5,08;-9,6;3,69;12,72;0,43
-0,57;6,75;-12,18;-0,62;11,48;-3,95
1,34;5,82;-9,06;-8,72;2,69;2,04
-1,76;3,95;-8,6;-1,72;12,47;-4,91
-1,33;5,82;-11,13;4,78;16,89;-1,95
0,43;8,68;-9,05;1,53;11,92;2,46
1,17;4,86;-7,6;-0,07;5,24;-3,11
1,5;3,75;-9,89;-3,46;4,43;3
-1,12;5,61;-7,14;-1,43;16,88;0,76
0,11;2,79;-3,4;2,58;13,7;-2,25
1,32;2,57;-5,76;1,96;8,74;4,53
-2,43;5,03;-10,54;3,08;14,73;-1,34
-0,58;7,1;-11,87;-4,5;6,43;-1,76
0,73;6,34;-8,81;-8,42;6,63;0,2
-2,95;4,41;-9,85;1,59;16,79;-4,93
-1,68;8,09;-11,28;3,45;15,62;2,05
0,22;9,03;-6,78;1,29;9,8;1,12
0,8;5,8;-7,66;-1,23;2,3;-2,63
0,44;5,84;-9,37;-4,51;9,39;3,87
-1,86;5,18;-4,75;1,43;17,44;-0,9
0,87;3,25;-2,96;3,05;9;0,82
0,66;3,64;-5,33;2;11,58;3,1
-2,95;6,12;-10,55;0,83;11,54;-4,43
0,99;7,25;-10,68;-7,58;2,28;1,18
0,5;5,96;-6,56;-3,76;10,13;-1,89
-3,85;6;-10,01;4,16;16,59;-4,45
-1,68;7,85;-9,81;2,37;12,47;4,33
